name,price,url
Cucumber English,Not Found,https://www.zeptonow.com/pn/cucumber-english/pvid/3f8cb7e9-6df1-4704-a790-d0903f171f91
Grapes Green Seedless,Not Found,https://www.zeptonow.com/pn/grapes-green-seedless/pvid/74f9abe4-2ba4-45f5-ab52-3ecf7e2e010f
Rosemary,Not Found,https://www.zeptonow.com/pn/rosemary/pvid/715b7837-7c74-45bf-8342-e1dd81662c67
Coccinia,Not Found,https://www.zeptonow.com/pn/coccinia/pvid/da639f84-db20-457e-a656-d721b7478551
Amaranthus Red,Not Found,https://www.zeptonow.com/pn/amaranthus-red/pvid/fff7ae56-9047-4959-9061-c1bee08b6596
Gooseberry (Amla),Not Found,https://www.zeptonow.com/pn/gooseberry-amla/pvid/e6d376c7-ea3b-4c34-afd3-bc18ad473530
Chilli Bajji,Not Found,https://www.zeptonow.com/pn/chilli-bajji/pvid/3d0c7b86-b97f-4b7b-b886-15fbd73b9d70
Tomato Hybrid,Not Found,https://www.zeptonow.com/pn/tomato-hybrid/pvid/2dc82b6a-f898-40c9-a47c-1b9b0888c01c
Pomegranate,Not Found,https://www.zeptonow.com/pn/pomegranate/pvid/085b06eb-cf40-4922-acee-ad29826410f5
Brinjal Small,Not Found,https://www.zeptonow.com/pn/brinjal-small/pvid/b2e55c3e-11b6-4aa8-978c-dd7b3b4ef8d5
Mosambi,Not Found,https://www.zeptonow.com/pn/mosambi/pvid/86c59022-7b8d-4d66-b02c-7729518ef4e5
Blueberry,Not Found,https://www.zeptonow.com/pn/blueberry/pvid/b7d27beb-b7da-4caa-b7a3-4e520062d9c7
Amaranthus Green,Not Found,https://www.zeptonow.com/pn/amaranthus-green/pvid/de3ea032-3f2f-452a-8858-cfade1ede46d
Muskmelon Striped,Not Found,https://www.zeptonow.com/pn/muskmelon-striped/pvid/2a684a4b-9e5a-426f-91a7-3d7d1df179f8
Sweet Potato,Not Found,https://www.zeptonow.com/pn/sweet-potato/pvid/34fd6270-8eaa-4e7a-b349-7a59aab89184
Kiwi Green,Not Found,https://www.zeptonow.com/pn/kiwi-green/pvid/862df01f-c0d6-4bc9-9731-347885d2113d
Ginger,Not Found,https://www.zeptonow.com/pn/ginger/pvid/ab138176-efd2-461f-9de2-3c2b8751d4e3
Radish White,Not Found,https://www.zeptonow.com/pn/radish-white/pvid/c32d6d29-9eba-4d4b-829d-4978ccd4203b
Gourmet Garden Organic Coriander,Not Found,https://www.zeptonow.com/pn/gourmet-garden-organic-coriander/pvid/51a44ab7-7833-4365-91ca-ab75d77cc79a
Garlic,Not Found,https://www.zeptonow.com/pn/garlic/pvid/da61120b-54ec-4dc3-88eb-520d862631a9
Drumsticks,Not Found,https://www.zeptonow.com/pn/drumsticks/pvid/73bb161e-0c86-4e98-9565-b3f8eb6a6354
Mango Sindhura,Not Found,https://www.zeptonow.com/pn/mango-sindhura/pvid/c2d83fe7-c4c4-4c86-98c6-3e3465b86c9c
Cucumber Green,Not Found,https://www.zeptonow.com/pn/cucumber-green/pvid/c171ea4a-1c0d-46ea-a6fa-df18be17fd02
Banana Nendran,Not Found,https://www.zeptonow.com/pn/banana-nendran/pvid/ff1a1bc0-24a3-4663-8e53-48690cf15c3c
Bitter Gourd,Not Found,https://www.zeptonow.com/pn/bitter-gourd/pvid/65680ce0-0af2-48ba-b1c0-b1efe7d5e383
Beans French,Not Found,https://www.zeptonow.com/pn/beans-french/pvid/ff305635-6260-45eb-8b10-93b738c5e263
Pomegranate,Not Found,https://www.zeptonow.com/pn/pomegranate/pvid/41c47728-b1eb-4fca-a7b4-91b6be00365b
Gourmet Garden Organic Cherry Tomato,Not Found,https://www.zeptonow.com/pn/gourmet-garden-organic-cherry-tomato/pvid/01117c6d-2221-4a0f-a9f8-80be94e20cfc
Brinjal Bharta 2pc,Not Found,https://www.zeptonow.com/pn/brinjal-bharta-2pc/pvid/9e3adb71-8eb4-4b18-8e83-a18877976c03
Pineapple,Not Found,https://www.zeptonow.com/pn/pineapple/pvid/31d5d84e-c818-43d6-848a-bd10b774d847
Ridge Gourd,Not Found,https://www.zeptonow.com/pn/ridge-gourd/pvid/1d1a07a8-777b-4613-9e09-4e54266002e0
Carrot Ooty,Not Found,https://www.zeptonow.com/pn/carrot-ooty/pvid/d288141b-fe26-4407-a729-4ca7f827a092
